aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,destination,flightNumber,movementType,operatingAirlineCode,operationalSuffix,origin,serviceType,timeOriginType,timeType,endRange,startRange,call_parameters,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response
,,,,,,DTW,,,,,MKE,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=MKE&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1237.0,1.0,8.0,<Response [200]>
,,,,,,SLC,,,,,BOI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=BOI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1144.0,1.0,8.0,<Response [200]>
,,,,,,FLL,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLL&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1120.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,CLT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=CLT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1195.0,1.0,8.0,<Response [200]>
,,,,,,RIC,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RIC&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1273.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,PDX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=PDX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1211.0,1.0,8.0,<Response [200]>
,,,,,,MSP,,,,,SFO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=SFO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1144.0,1.0,8.0,<Response [200]>
,,,,,,DAL,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DAL&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1283.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,GPT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=GPT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1199.0,1.0,8.0,<Response [200]>
,,,,,,SEA,,,,,PHX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=PHX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1218.0,1.0,8.0,<Response [200]>
,,,,,,CDG,,,,,IST,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=IST&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1139.0,1.0,8.0,<Response [200]>
,,,,,,TUN,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TUN&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1161.0,1.0,8.0,<Response [200]>
,,,,,,CHS,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CHS&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1185.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,CMH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=CMH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1115.0,1.0,8.0,<Response [200]>
,,,,,,IND,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IND&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1135.0,1.0,8.0,<Response [200]>
,,,,,,ECP,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ECP&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1220.0,1.0,8.0,<Response [200]>
,,,,,,BOI,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOI&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1259.0,1.0,8.0,<Response [200]>
,,,,,,SLC,,,,,GEG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=GEG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1257.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,AUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=AUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1150.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,BNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=BNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1111.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,RIC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=RIC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1104.0,1.0,8.0,<Response [200]>
,,,,,,BUF,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BUF&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1232.0,1.0,8.0,<Response [200]>
,,,,,,SEA,,,,,SAN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=SAN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1176.0,1.0,8.0,<Response [200]>
,,,,,,BNA,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BNA&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1198.0,1.0,8.0,<Response [200]>
,,,,,,PDX,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PDX&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1211.0,1.0,8.0,<Response [200]>
,,,,,,GEG,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GEG&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1227.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,OMA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=OMA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1149.0,1.0,8.0,<Response [200]>
,,,,,,ATL,,,,,LIT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=LIT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1118.0,1.0,8.0,<Response [200]>
,,,,,,YYZ,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YYZ&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1121.0,1.0,8.0,<Response [200]>
,,,,,,PDX,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PDX&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1296.0,1.0,8.0,<Response [200]>
,,,,,,DTW,,,,,TPA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=TPA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1210.0,1.0,8.0,<Response [200]>
,,,,,,SAN,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SAN&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1223.0,1.0,8.0,<Response [200]>
,,,,,,CLE,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CLE&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1163.0,1.0,8.0,<Response [200]>
,,,,,,ORF,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORF&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1288.0,1.0,8.0,<Response [200]>
,,,,,,BDL,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BDL&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1237.0,1.0,8.0,<Response [200]>
,,,,,,PDX,,,,,MSP,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PDX&origin=MSP&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1170.0,1.0,8.0,<Response [200]>
,,,,,,TPA,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=TPA&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1295.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1243.0,1.0,8.0,<Response [200]>
,,,,,,DEN,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DEN&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1180.0,1.0,8.0,<Response [200]>
,,,,,,SLC,,,,,SFO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SFO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1219.0,1.0,8.0,<Response [200]>
,,,,,,ORY,,,,,RAK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=RAK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1109.0,1.0,8.0,<Response [200]>
,,,,,,ORY,,,,,TUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ORY&origin=TUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1190.0,1.0,8.0,<Response [200]>
,,,,,,SLC,,,,,ORD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=ORD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1295.0,1.0,8.0,<Response [200]>
,,,,,,RAK,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RAK&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1105.0,1.0,8.0,<Response [200]>
,,,,,,CDG,,,,,TUN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=TUN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,12.0,1148.0,1.0,8.0,<Response [200]>
,,,,,,PHX,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PHX&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,13.0,1221.0,1.0,8.0,<Response [200]>
,,,,,,JFK,,,,,ROC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=ROC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1064.0,1.0,9.0,<Response [200]>
,,,,,,MSP,,,,,DFW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=DFW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1100.0,1.0,9.0,<Response [200]>
,,,,,,RUH,,,,,JED,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=RUH&origin=JED&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1007.0,1.0,9.0,<Response [200]>
,,,,,,SLC,,,,,BOS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=BOS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1080.0,1.0,9.0,<Response [200]>
,,,,,,JFK,,,,,DCA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=DCA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1079.0,1.0,9.0,<Response [200]>
,,,,,,SLC,,,,,SAT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SAT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1052.0,1.0,9.0,<Response [200]>
,,,,,,YVR,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YVR&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1069.0,1.0,9.0,<Response [200]>
,,,,,,JFK,,,,,PIT,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=PIT&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1024.0,1.0,9.0,<Response [200]>
,,,,,,LAX,,,,,AUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=AUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1048.0,1.0,9.0,<Response [200]>
,,,,,,BOS,,,,,BNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=BNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1081.0,1.0,9.0,<Response [200]>
,,,,,,DTW,,,,,IND,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=IND&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1003.0,1.0,9.0,<Response [200]>
,,,,,,LAX,,,,,SJC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=SJC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1032.0,1.0,9.0,<Response [200]>
,,,,,,DTW,,,,,MSN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=MSN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1030.0,1.0,9.0,<Response [200]>
,,,,,,DAY,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DAY&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1094.0,1.0,9.0,<Response [200]>
,,,,,,MSP,,,,,BNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=BNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1031.0,1.0,9.0,<Response [200]>
,,,,,,BOS,,,,,RDU,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=RDU&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1043.0,1.0,9.0,<Response [200]>
,,,,,,IAH,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IAH&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1075.0,1.0,9.0,<Response [200]>
,,,,,,IAD,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IAD&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1005.0,1.0,9.0,<Response [200]>
,,,,,,BWI,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BWI&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1011.0,1.0,9.0,<Response [200]>
,,,,,,FLL,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=FLL&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1061.0,1.0,9.0,<Response [200]>
,,,,,,SJC,,,,,LAX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SJC&origin=LAX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1053.0,1.0,9.0,<Response [200]>
,,,,,,SMF,,,,,SEA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SMF&origin=SEA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1048.0,1.0,9.0,<Response [200]>
,,,,,,DTW,,,,,AUS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=AUS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1043.0,1.0,9.0,<Response [200]>
,,,,,,BUF,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BUF&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1005.0,1.0,9.0,<Response [200]>
,,,,,,BOS,,,,,CVG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BOS&origin=CVG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1011.0,1.0,9.0,<Response [200]>
,,,,,,DTW,,,,,IAH,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=IAH&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1099.0,1.0,9.0,<Response [200]>
,,,,,,CMN,,,,,ORY,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CMN&origin=ORY&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1097.0,1.0,9.0,<Response [200]>
,,,,,,GPT,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=GPT&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1080.0,1.0,9.0,<Response [200]>
,,,,,,LAX,,,,,PDX,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=PDX&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1097.0,1.0,9.0,<Response [200]>
,,,,,,SEA,,,,,SJC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=SJC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1017.0,1.0,9.0,<Response [200]>
,,,,,,MEM,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEM&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1057.0,1.0,9.0,<Response [200]>
,,,,,,BNA,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=BNA&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1059.0,1.0,9.0,<Response [200]>
,,,,,,SEA,,,,,ANC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=ANC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1094.0,1.0,9.0,<Response [200]>
,,,,,,MEX,,,,,TIJ,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MEX&origin=TIJ&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1076.0,1.0,9.0,<Response [200]>
,,,,,,SEA,,,,,DEN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=DEN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1093.0,1.0,9.0,<Response [200]>
,,,,,,CDG,,,,,YUL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=CDG&origin=YUL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1060.0,1.0,9.0,<Response [200]>
,,,,,,YUL,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=YUL&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,11.0,1058.0,1.0,9.0,<Response [200]>
,,,,,,SLC,,,,,SMF,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SLC&origin=SMF&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,917.0,1.0,10.0,<Response [200]>
,,,,,,MSP,,,,,IND,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSP&origin=IND&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,904.0,1.0,10.0,<Response [200]>
,,,,,,DTW,,,,,MCI,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=DTW&origin=MCI&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,925.0,1.0,10.0,<Response [200]>
,,,,,,LAX,,,,,CDG,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=LAX&origin=CDG&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,997.0,1.0,10.0,<Response [200]>
,,,,,,IST,,,,,AMS,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IST&origin=AMS&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,922.0,1.0,10.0,<Response [200]>
,,,,,,ROC,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ROC&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,904.0,1.0,10.0,<Response [200]>
,,,,,,ONT,,,,,SLC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ONT&origin=SLC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,923.0,1.0,10.0,<Response [200]>
,,,,,,PWM,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=PWM&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,907.0,1.0,10.0,<Response [200]>
,,,,,,HAN,,,,,DAD,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=HAN&origin=DAD&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,914.0,1.0,10.0,<Response [200]>
,,,,,,SEA,,,,,SNA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SEA&origin=SNA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,976.0,1.0,10.0,<Response [200]>
,,,,,,SIN,,,,,KUL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=SIN&origin=KUL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,956.0,1.0,10.0,<Response [200]>
,,,,,,MBA,,,,,NBO,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MBA&origin=NBO&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,918.0,1.0,10.0,<Response [200]>
,,,,,,AMS,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,917.0,1.0,10.0,<Response [200]>
,,,,,,MIA,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MIA&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,924.0,1.0,10.0,<Response [200]>
,,,,,,NBO,,,,,MBA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=NBO&origin=MBA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,914.0,1.0,10.0,<Response [200]>
,,,,,,AMS,,,,,IST,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=AMS&origin=IST&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,922.0,1.0,10.0,<Response [200]>
,,,,,,ATL,,,,,OKC,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=OKC&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,965.0,1.0,10.0,<Response [200]>
,,,,,,JFK,,,,,SAV,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=SAV&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,991.0,1.0,10.0,<Response [200]>
,,,,,,KUL,,,,,SIN,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=KUL&origin=SIN&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,996.0,1.0,10.0,<Response [200]>
,,,,,,MSN,,,,,DTW,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=MSN&origin=DTW&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,990.0,1.0,10.0,<Response [200]>
,,,,,,ATL,,,,,MLB,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=ATL&origin=MLB&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,926.0,1.0,10.0,<Response [200]>
,,,,,,JFK,,,,,TPA,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=JFK&origin=TPA&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,961.0,1.0,10.0,<Response [200]>
,,,,,,IND,,,,,JFK,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=IND&origin=JFK&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,978.0,1.0,10.0,<Response [200]>
,,,,,,OMA,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OMA&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,985.0,1.0,10.0,<Response [200]>
,,,,,,OKC,,,,,ATL,,,,2025-10-14T23:59:59Z,2025-05-15T09:00:00Z,destination=OKC&origin=ATL&endRange=2025-10-14T23:59:59Z&startRange=2025-05-15T09:00:00Z,10.0,940.0,1.0,10.0,<Response [200]>
