origin,destination,endRange,startRange,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message,aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,flightNumber,movementType,operatingAirlineCode,operationalSuffix,serviceType,timeOriginType,timeType,call_parameters
,TRD,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AGP,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AMS,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ARN,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ATH,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BCN,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BER,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BGO,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CDG,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CPH,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
DUB,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FCO,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FRA,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
HEL,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LHR,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIN,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIS,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LYS,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAD,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAN,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MRS,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MUC,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
NCE,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OPO,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ORY,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OSL,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OTP,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
PMI,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TLS,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TRD,,2026-08-01T23:59:59Z,2026-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AGP,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AMS,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ARN,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ATH,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BCN,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BER,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BGO,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CDG,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CPH,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,DUB,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FCO,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FRA,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,HEL,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LHR,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIN,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIS,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LYS,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAD,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAN,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MRS,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MUC,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,NCE,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OPO,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ORY,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OSL,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OTP,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,PMI,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TLS,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TRD,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AGP,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AMS,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ARN,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ATH,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BCN,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BER,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BGO,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CDG,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CPH,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
DUB,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FCO,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FRA,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
HEL,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LHR,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIN,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIS,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LYS,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAD,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAN,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MRS,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MUC,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
NCE,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OPO,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ORY,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OSL,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OTP,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
PMI,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TLS,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TRD,,2026-08-02T23:59:59Z,2026-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AGP,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AMS,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ARN,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ATH,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BCN,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BER,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BGO,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CDG,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CPH,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,DUB,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FCO,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FRA,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,HEL,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LHR,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIN,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIS,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LYS,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAD,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAN,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MRS,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MUC,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,NCE,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OPO,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ORY,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OSL,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OTP,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,PMI,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TLS,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TRD,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AGP,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AMS,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ARN,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ATH,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BCN,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BER,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BGO,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CDG,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CPH,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
DUB,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FCO,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FRA,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
HEL,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LHR,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIN,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIS,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LYS,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAD,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAN,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MRS,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MUC,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
NCE,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OPO,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ORY,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OSL,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OTP,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
PMI,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TLS,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TRD,,2026-08-03T23:59:59Z,2026-08-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AGP,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AMS,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ARN,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ATH,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BCN,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BER,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BGO,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CDG,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CPH,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,DUB,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FCO,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FRA,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,HEL,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LHR,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIN,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIS,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LYS,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAD,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAN,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MRS,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MUC,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,NCE,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OPO,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ORY,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OSL,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OTP,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,PMI,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TLS,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TRD,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AGP,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AMS,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ARN,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ATH,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BCN,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BER,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BGO,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CDG,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CPH,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
DUB,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FCO,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FRA,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
HEL,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LHR,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIN,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LIS,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LYS,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAD,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MAN,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MRS,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
MUC,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
NCE,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OPO,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ORY,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OSL,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
OTP,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
PMI,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TLS,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
TRD,,2026-08-04T23:59:59Z,2026-08-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AGP,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,AMS,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ARN,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ATH,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BCN,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BER,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,BGO,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CDG,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,CPH,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,DUB,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FCO,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,FRA,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,HEL,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LHR,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIN,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LIS,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,LYS,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAD,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MAN,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MRS,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,MUC,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,NCE,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OPO,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,ORY,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OSL,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,OTP,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,PMI,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TLS,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
,TRD,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AGP,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
AMS,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ARN,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
ATH,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BCN,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BER,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
BGO,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CDG,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
CPH,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
DUB,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FCO,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
FRA,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
HEL,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
LHR,,2026-08-05T23:59:59Z,2026-08-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,
